Country,Project Name,Unit Name,Project Name in Local Language / Script,Other Name(s),Capacity (MW),Status,Reactor Type,Model,Start Year,Retired Year,Construction Start Date,First Criticality Date,First Grid Connection,Commercial Operation Date,Retired Date,Owner,Owner Name in Local Language / Script,Operator,Operator Name in Local Language / Script,Reference Net Capacity (MW),Design Net Capacity (MW),Thermal Capacity (MWt),Latitude,Longitude,Location Accuracy,City,"Local area (taluk, county)","Major area (prefecture, district)",State/Province,Subregion,Region,GEM location ID,GEM unit ID,Wiki URL
France,Gravelines nuclear power plant,1,,,951,operating,pressurized water reactor,CP1,1980,,"February 1, 1975","February 21, 1980","March 13, 1980","November 25, 1980",,Électricité De France,,Électricité De France,,910,910,"2,785",51.0141,2.1332,Exact,,Nord,,Hauts-de-France,Western Europe,Europe,L500135,G500297,https://gem.wiki/Gravelines_nuclear_power_plant
France,Gravelines nuclear power plant,2,,,951,operating,pressurized water reactor,CP1,1980,,"March 1, 1975","August 2, 1980","August 26, 1980","December 1, 1980",,Électricité De France,,Électricité De France,,910,910,"2,785",51.0141,2.1332,Exact,,Nord,,Hauts-de-France,Western Europe,Europe,L500135,G500298,https://gem.wiki/Gravelines_nuclear_power_plant
France,Gravelines nuclear power plant,3,,,951,operating,pressurized water reactor,CP1,1981,,"December 1, 1975","November 30, 1980","December 12, 1980","June 1, 1981",,Électricité De France,,Électricité De France,,910,910,"2,785",51.0141,2.1332,Exact,,Nord,,Hauts-de-France,Western Europe,Europe,L500135,G500299,https://gem.wiki/Gravelines_nuclear_power_plant
France,Gravelines nuclear power plant,4,,,951,operating,pressurized water reactor,CP1,1981,,"April 1, 1976","May 31, 1981","June 14, 1981","October 1, 1981",,Électricité De France,,Électricité De France,,910,910,"2,785",51.0141,2.1332,Exact,,Nord,,Hauts-de-France,Western Europe,Europe,L500135,G500300,https://gem.wiki/Gravelines_nuclear_power_plant
France,Gravelines nuclear power plant,5,,,951,operating,pressurized water reactor,CP1,1985,,"October 1, 1979","August 5, 1984","August 28, 1984","January 15, 1985",,Électricité De France,,Électricité De France,,910,910,"2,785",51.0141,2.1332,Exact,,Nord,,Hauts-de-France,Western Europe,Europe,L500135,G500301,https://gem.wiki/Gravelines_nuclear_power_plant
France,Gravelines nuclear power plant,6,,,951,operating,pressurized water reactor,CP1,1985,,"October 1, 1979","July 21, 1985","August 1, 1985","October 25, 1985",,Électricité De France,,Électricité De France,,910,910,"2,785",51.0141,2.1332,Exact,,Nord,,Hauts-de-France,Western Europe,Europe,L500135,G500302,https://gem.wiki/Gravelines_nuclear_power_plant
Germany,Greifswald nuclear power plant,1,,KGR,440,retired,pressurized water reactor,VVER V-230,1974,1990,"March 1, 1970","December 15, 1973","December 17, 1973","July 12, 1974","December 18, 1990",Energiewerke Nord GMBH,,Energiewerke Nord GMBH,,408,440,"1,375",54.1416,13.6634,Exact,,Vorpommern-Greifswald,,Mecklenburg-Vorpommern,Western Europe,Europe,L500202,G500473,https://gem.wiki/Greifswald_nuclear_power_plant
Germany,Greifswald nuclear power plant,2,,KGR,440,retired,pressurized water reactor,VVER V-230,1975,1990,"March 1, 1970","December 3, 1974","December 23, 1974","April 16, 1975","February 14, 1990",Energiewerke Nord GMBH,,Energiewerke Nord GMBH,,408,408,"1,375",54.1416,13.6634,Exact,,Vorpommern-Greifswald,,Mecklenburg-Vorpommern,Western Europe,Europe,L500202,G500474,https://gem.wiki/Greifswald_nuclear_power_plant
Germany,Greifswald nuclear power plant,3,,KGR,440,retired,pressurized water reactor,VVER V-230,1978,1990,"April 1, 1972","October 16, 1977","October 24, 1977","May 1, 1978","February 28, 1990",Energiewerke Nord GMBH,,Energiewerke Nord GMBH,,408,408,"1,375",54.1416,13.6634,Exact,,Vorpommern-Greifswald,,Mecklenburg-Vorpommern,Western Europe,Europe,L500202,G500475,https://gem.wiki/Greifswald_nuclear_power_plant
Germany,Greifswald nuclear power plant,4,,KGR,440,retired,pressurized water reactor,VVER V-230,1979,1990,"April 1, 1972","July 22, 1979","September 3, 1979","November 1, 1979","June 2, 1990",Energiewerke Nord GMBH,,Energiewerke Nord GMBH,,408,408,"1,375",54.1416,13.6634,Exact,,Vorpommern-Greifswald,,Mecklenburg-Vorpommern,Western Europe,Europe,L500202,G500476,https://gem.wiki/Greifswald_nuclear_power_plant
Germany,Greifswald nuclear power plant,5,,KGR,440,retired,pressurized water reactor,VVER V-213,1989,1989,"December 1, 1976","March 26, 1989","April 24, 1989","November 1, 1989","November 24, 1989","VEB KKW ""Bruno Leuschner""",,Energiewerke Nord GMBH,,408,408,"1,375",54.1416,13.6634,Exact,,Vorpommern-Greifswald,,Mecklenburg-Vorpommern,Western Europe,Europe,L500202,G500479,https://gem.wiki/Greifswald_nuclear_power_plant
Germany,Grohnde nuclear power plant,,,KWG,"1,430",retired,pressurized water reactor,unknown,1985,2021,"June 1, 1976","September 1, 1984","September 5, 1984","February 1, 1985","December 31, 2021",PreussenElektra GMBH [83.3%]; Stadtwerke Bielefeld [16.7%],,PreussenElektra GMBH,,"1,360","1,289","3,900",52.0356,9.4135,Exact,,Landkreis Hameln-Pyrmont,,Lower Saxony,Western Europe,Europe,L500023,G500039,https://gem.wiki/Grohnde_nuclear_power_plant
China,Guizhou Small Reactor nuclear power plant,1,贵州小型堆核电站,,100,shelved,unknown,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,27.737282,109.185211,Approximate,Tongren,,,Guizhou,Eastern Asia,Asia,L500312,G500794,https://gem.wiki/Guizhou_Small_Reactor_nuclear_power_plant
China,Guizhou Small Reactor nuclear power plant,2,贵州小型堆核电站,,100,shelved,unknown,unknown,,,,,,,,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,China Guangdong Nuclear Power Group CO LTD,中国广核集团有限公司,,,,27.737282,109.185211,Approximate,Tongren,,,Guizhou,Eastern Asia,Asia,L500312,G500795,https://gem.wiki/Guizhou_Small_Reactor_nuclear_power_plant
Germany,Gundremmingen nuclear power plant,A,,GUN,250,retired,boiling water reactor,unknown,1967,1977,"December 12, 1962","August 14, 1966","December 1, 1966","April 12, 1967","January 13, 1977",,,Kernkraftwerke Gundremmingen Betriebsgesellschaft MBH,,237,237,801,48.515,10.4016,Exact,,Landkreis Günzburg,,Bavaria,Western Europe,Europe,L500030,G500534,https://gem.wiki/Gundremmingen_nuclear_power_plant
Germany,Gundremmingen nuclear power plant,B,,GUN,"1,344",retired,boiling water reactor,BWR-72,1984,2017,"July 20, 1976","March 9, 1984","March 16, 1984","July 19, 1984","December 31, 2017",RWE Power AG [75%]; E.ON Kernkraft GMBH [25%],,Kernkraftwerk Gundremmingen GMBH,,"1,284","1,244","3,840",48.515,10.4016,Exact,,Landkreis Günzburg,,Bavaria,Western Europe,Europe,L500030,G500047,https://gem.wiki/Gundremmingen_nuclear_power_plant
Germany,Gundremmingen nuclear power plant,C,,GUN,"1,344",retired,boiling water reactor,BWR-72,1985,2021,"July 20, 1976","October 26, 1984","November 2, 1984","January 18, 1985","December 31, 2021",RWE Power AG [75%]; PreussenElektra GMBH [25%],,Kernkraftwerk Gundremmingen GMBH,,"1,288","1,249","3,840",48.515,10.4016,Exact,,Landkreis Günzburg,,Bavaria,Western Europe,Europe,L500030,G500048,https://gem.wiki/Gundremmingen_nuclear_power_plant
United States,H. B. Robinson nuclear power plant,2,,Robinson,780,operating,pressurized water reactor,WH 3LP (DRYAMB),1971,,"April 13, 1967","September 20, 1970","September 26, 1970","March 7, 1971",,Progress Energy Carolinas INC,,Progress Energy,,741,700,"2,339",34.4017,-80.1589,Exact,,Darlington County,,South Carolina,Northern America,Americas,L500379,G501046,https://gem.wiki/H._B._Robinson_nuclear_power_plant
China,Hainan Changjiang Multipurpose Modular Small Reactor Technology Demonstration Project nuclear power plant,1,海南昌江多用途模块式小型堆科技示范工程项目,,125,construction,pressurized water reactor,unknown,,,2021,,,,,China Nuclear Power CO LTD,中国核能电力股份有限公司,CNNC Hainan Nuclear Power CO LTD,中核海南核电有限公司,,,,19.281983,109.04163,Approximate,Changjiang,,,Hainan,Eastern Asia,Asia,L500331,G500869,https://gem.wiki/Hainan_Changjiang_Multipurpose_Modular_Small_Reactor_Technology_Demonstration_Project_nuclear_power_plant
China,Haixing nuclear power plant,1-1,海兴核电站,,"1,250",pre-construction,pressurized water reactor,unknown,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.106135,117.723962,Approximate,Cangzhou,Haixing,Xiangfang Town,Hebei,Eastern Asia,Asia,L500329,G500863,https://gem.wiki/Haixing_nuclear_power_plant
China,Haixing nuclear power plant,1-2,海兴核电站,,"1,250",pre-construction,pressurized water reactor,unknown,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.106135,117.723962,Approximate,Cangzhou,Haixing,Xiangfang Town,Hebei,Eastern Asia,Asia,L500329,G500864,https://gem.wiki/Haixing_nuclear_power_plant
China,Haixing nuclear power plant,3,海兴核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.106135,117.723962,Approximate,Cangzhou,Haixing,Xiangfang Town,Hebei,Eastern Asia,Asia,L500329,G500859,https://gem.wiki/Haixing_nuclear_power_plant
China,Haixing nuclear power plant,4,海兴核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.106135,117.723962,Approximate,Cangzhou,Haixing,Xiangfang Town,Hebei,Eastern Asia,Asia,L500329,G500860,https://gem.wiki/Haixing_nuclear_power_plant
China,Haixing nuclear power plant,5,海兴核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.106135,117.723962,Approximate,Cangzhou,Haixing,Xiangfang Town,Hebei,Eastern Asia,Asia,L500329,G500861,https://gem.wiki/Haixing_nuclear_power_plant
China,Haixing nuclear power plant,6,海兴核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,China National Nuclear Power CO LTD [51%]; Huadian International Power CO LTD [39%]; Hebei Jiantou Energy Investment CO LTD [10%],中国核能电力股份有限公司[51%]; 华电国际电力股份有限公司[39%]; 河北建投能源投资股份有限公司[10%],Zhonghe Huadian Hebei Nuclear Power CO LTD,中核华电河北核电有限公司,,,,38.106135,117.723962,Approximate,Cangzhou,Haixing,Xiangfang Town,Hebei,Eastern Asia,Asia,L500329,G500862,https://gem.wiki/Haixing_nuclear_power_plant
China,Haiyang nuclear power plant,1-1,海阳核电站,,"1,250",operating,pressurized water reactor,AP-1000,2018,,"September 24, 2009","August 8, 2018","August 17, 2018","October 22, 2018",,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holding CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,"1,126","3,415",36.776962,121.158521,Approximate,Yantai,Haiyang,,Shandong,Eastern Asia,Asia,L500320,G500824,https://gem.wiki/Haiyang_nuclear_power_plant
China,Haiyang nuclear power plant,1-2,海阳核电站,,"1,250",operating,pressurized water reactor,AP-1000,2019,,"June 20, 2010","September 29, 2018","October 13, 2018","January 9, 2019",,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holding CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,"1,126","3,415",36.776962,121.158521,Approximate,Yantai,Haiyang,,Shandong,Eastern Asia,Asia,L500320,G500825,https://gem.wiki/Haiyang_nuclear_power_plant
China,Haiyang nuclear power plant,2-3,海阳核电站,,"1,250",announced,pressurized water reactor,CAP1000,2027,,"July 7, 2022",,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holding CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,"1,161","3,400",36.776962,121.158521,Approximate,Yantai,Haiyang,,Shandong,Eastern Asia,Asia,L500320,G500826,https://gem.wiki/Haiyang_nuclear_power_plant
China,Haiyang nuclear power plant,2-4,海阳核电站,,"1,250",announced,pressurized water reactor,unknown,2027,,,,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holding CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,,,36.776962,121.158521,Approximate,Yantai,Haiyang,,Shandong,Eastern Asia,Asia,L500320,G500827,https://gem.wiki/Haiyang_nuclear_power_plant
China,Haiyang nuclear power plant,5,海阳核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holding CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,,,36.776962,121.158521,Approximate,Yantai,Haiyang,,Shandong,Eastern Asia,Asia,L500320,G500828,https://gem.wiki/Haiyang_nuclear_power_plant
China,Haiyang nuclear power plant,6,海阳核电站,,"1,250",announced,pressurized water reactor,unknown,,,,,,,,State Power Investment Nuclear Energy CO LTD [65%]; Shandong Development Investment Holding Group CO LTD [10%]; Yantai Blue Sky Investment Holding CO LTD [10%]; Huaneng Nuclear Power Development CO LTD [5%]; National Energy Investment Group CO LTD [5%]; China National Nuclear Power CO LTD [5%],国电投核能有限公司[65%]; 山东发展投资控股集团有限公司[10%]; 烟台蓝天投资控股有限公司[10%];华能核电开发有限公司[5%]; 国家能源投资集团有限责任公司[5%]; 中国核能电力股份有限公司[5%],Shandong Nuclear Power CO LTD,山东核电有限公司,,,,36.776962,121.158521,Approximate,Yantai,Haiyang,,Shandong,Eastern Asia,Asia,L500320,G500829,https://gem.wiki/Haiyang_nuclear_power_plant
United States,Hallam nuclear power plant,,,,84,retired,unknown,LMGMR,1963,1964,"January 1, 1959","January 1, 1963","September 1, 1963","November 1, 1963","September 1, 1964",Hallam Nuclear Power Facility,,Atomic Energy Commission And Nebraska Public Power District,,75,75,256,40.55901,-96.7848,Exact,,Lancaster County,,Nebraska,Northern America,Americas,L500243,G500588,https://gem.wiki/Hallam_nuclear_power_plant
Japan,Hamaoka nuclear power plant,1,,,540,retired,boiling water reactor,BWR-4,1976,2009,"June 10, 1971","June 20, 1974","August 13, 1974","March 17, 1976","January 30, 2009",Chubu Electric Power CO INC,,Chubu Electric Power CO INC,,516,516,"1,593",34.6235,138.1421,Exact,Omaezaki,,,,Eastern Asia,Asia,L500017,G500436,https://gem.wiki/Hamaoka_nuclear_power_plant
Japan,Hamaoka nuclear power plant,2,,,840,retired,boiling water reactor,BWR-4,1978,2009,"June 14, 1974","March 28, 1978","May 4, 1978","November 29, 1978","January 30, 2009",Chubu Electric Power CO INC,,Chubu Electric Power CO INC,,814,814,"2,436",34.6235,138.1421,Exact,Omaezaki,,,,Eastern Asia,Asia,L500017,G500361,https://gem.wiki/Hamaoka_nuclear_power_plant
Japan,Hamaoka nuclear power plant,3,,,"1,100",mothballed,boiling water reactor,BWR-5,1987,,"April 18, 1983","November 21, 1986","January 20, 1987","August 28, 1987",,Chubu Electric Power CO INC,,Chubu Electric Power CO INC,,"1,056","1,056","3,293",34.6235,138.1421,Exact,Omaezaki,,,,Eastern Asia,Asia,L500017,G500140,https://gem.wiki/Hamaoka_nuclear_power_plant
